iter	RMSE
285	1.319258707
286	1.315609446
287	1.313189084
288	1.311439173
289	1.307424779
290	1.303002019
291	1.298748314
292	1.295559294
293	1.290855018
294	1.285847115
295	1.282192379
296	1.278983834
297	1.275647322
298	1.273349799
299	1.270000016
300	1.26717866
301	1.263942689
302	1.262687292
303	1.259327373
304	1.255508906
305	1.252360174
306	1.251082949
307	1.247476387
308	1.243628063
309	1.239887879
310	1.236759726
311	1.234576487
312	1.231163122
313	1.228218756
314	1.224936149
315	1.222638179
316	1.219629252
317	1.216608529
318	1.213433549
319	1.211327026
320	1.209228192
321	1.20628703
322	1.203218249
323	1.202022281
324	1.199531311
325	1.196464436
326	1.194351679
327	1.192873125
328	1.192071435
329	1.189720857
330	1.186145356
331	1.183813959
332	1.181446917
333	1.177077375
334	1.173257953
335	1.169888453
336	1.16908278
337	1.16513638
338	1.161758335
339	1.158445629
340	1.157526239
341	1.155426699
342	1.15450651
343	1.152344601
344	1.151191071
345	1.149736169
346	1.147088259
347	1.144491488
348	1.141796671
349	1.140809669
350	1.140068403
351	1.139350237
352	1.136803824
353	1.133984553
354	1.133160541
355	1.132390399
356	1.131357534
357	1.128106957
358	1.1254084
359	1.122438909
360	1.118610259
361	1.115246578
362	1.111762683
363	1.10811686
364	1.105428243
365	1.102752715
366	1.100663695
367	1.098226826
368	1.094372279
369	1.092293991
370	1.090342738
371	1.087568335
372	1.084628488
373	1.08259582
374	1.080388712
375	1.077393915
376	1.074228993
377	1.073428727
378	1.073076723
379	1.071651754
380	1.068933838
381	1.067730818
382	1.06514811
383	1.062516917
384	1.058566786
385	1.055978437
386	1.053993053
387	1.053721427
388	1.052073724
389	1.049693621
390	1.048062997
391	1.046961068
392	1.046337605
393	1.043539474
394	1.043166404
395	1.042367812
396	1.041529288
397	1.040013975
398	1.036678044
399	1.035050973
400	1.034027125
401	1.030227532
402	1.02690273
403	1.026599388
404	1.022883425
405	1.021420041
406	1.01844774
407	1.017680589
408	1.017405705
409	1.015403016
410	1.014173213
411	1.013938692
412	1.011611909
413	1.010057098
414	1.00940126
415	1.007677071
416	1.007311594
417	1.00600406
418	1.003917819
419	1.000742486
420	0.9992187133
421	0.9953973684
422	0.9927530988
423	0.9909300536
424	0.9890302656
425	0.9853834002
426	0.98519064
427	0.9825238178
428	0.9798851712
429	0.9769341921
430	0.975903193
431	0.9735281419
432	0.9720500567
433	0.9693875162
434	0.9689395478
435	0.9671582498
436	0.9651337265
437	0.9630113598
438	0.9596373147
439	0.9575840093
440	0.9562674214
441	0.955998736
442	0.9553434845
443	0.9531176432
444	0.9525345721
445	0.952367781
446	0.9504062965
447	0.9482354531
448	0.9463493202
449	0.9435030096
450	0.940922081
451	0.93803817
452	0.935395781
453	0.9352162328
454	0.9348228307
455	0.9333311066
456	0.9310981607
457	0.9288588696
458	0.9255996989
459	0.9235999536
460	0.9219307907
461	0.9195418774
462	0.9180077213
463	0.9178867763
464	0.9176554171
465	0.9174947556
466	0.916014437
467	0.9158399277
468	0.9156542526
469	0.9147479496
470	0.9134940749
471	0.9113274915
472	0.9090276537
473	0.9072792213
474	0.9043259413
475	0.9019079698
476	0.9007889697
477	0.8986692985
478	0.898467889
479	0.8983230633
480	0.8980943833
481	0.8976787994
482	0.8959855902
483	0.8940911832
484	0.8915150522
485	0.8912072811
486	0.8895902636
487	0.8894471471
488	0.8875929658
489	0.8860712418
490	0.8840729172
491	0.8816537046
492	0.8815025356
493	0.8812753418
494	0.8778340713
495	0.8759870392
496	0.874603773
497	0.8721510237
498	0.8706105194
499	0.8690993688
500	0.8664170913
501	0.8641911665
502	0.8639789889
503	0.8638328583
504	0.8628133256
505	0.860878494
506	0.8591244009
507	0.856964062
508	0.8555937867
509	0.8527927747
510	0.8508858157
511	0.8494339994
512	0.8493087454
513	0.8491701927
514	0.8490350259
515	0.8473409635
516	0.8452252143
517	0.8431403922
518	0.8418934843
519	0.8394532364
520	0.8392087016
521	0.8370595712
522	0.8369321656
523	0.8355657174
524	0.8353690877
525	0.8330169661
526	0.8318434779
527	0.8304261637
528	0.8303130934
529	0.828894038
530	0.8275116766
531	0.8248643686
532	0.8231803185
533	0.8217733208
534	0.8204093149
535	0.818841332
536	0.8170497307
537	0.81693055
538	0.8165727932
539	0.814877806
540	0.8135843139
541	0.81202682
542	0.8104994079
543	0.8080670234
544	0.8062015518
545	0.8047774521
546	0.8026560364
547	0.8013144022
548	0.8012270762
549	0.7994700298
550	0.7982638198
551	0.7964447832
552	0.7943956843
553	0.7926622264
554	0.7909010382
555	0.7891507824
556	0.7873611701
557	0.7853922767
558	0.7836968145
559	0.7817537357
560	0.7797549678
561	0.7779046529
562	0.776553971
563	0.7745996737
564	0.7744429369
565	0.7724788312
566	0.7703002355
567	0.7691140915
568	0.7675222767
569	0.7665905037
570	0.7651504602
571	0.7640104452
572	0.7638720435
573	0.7609209105
574	0.7599950454
575	0.7583701442
576	0.7574497488
577	0.7554216647
578	0.7545121053
579	0.7525014915
580	0.7513460317
581	0.7496409637
582	0.7486305836
583	0.747366923
584	0.7459582099
585	0.7444303993
586	0.7420716139
587	0.7412730513
588	0.7409933184
589	0.7395525607
590	0.7378177313
591	0.7363886295
592	0.7346362651
593	0.733812762
594	0.7323355222
595	0.7307013257
596	0.7290275001
597	0.7268235989
598	0.7249127589
599	0.7232121532
600	0.7221311361
601	0.7204017742
602	0.7190228159
603	0.7183022107
604	0.7162631623
605	0.7140661507
606	0.7121116931
607	0.711293468
608	0.7100208792
609	0.7079476339
610	0.7065627321
611	0.7047176027
612	0.7031429581
613	0.7012019576
614	0.6991687994
615	0.6973915042
616	0.6961228165
617	0.6947402811
618	0.6930735511
619	0.6918568984
620	0.6903412267
621	0.6894850962
622	0.6875549762
623	0.6857975981
624	0.684372818
625	0.6842921141
626	0.6830684874
627	0.6819646328
628	0.6809254678
629	0.6793859503
630	0.6778063668
631	0.6767738131
632	0.6749806009
633	0.6749014901
634	0.6734989685
635	0.6726252873
636	0.6720714414
637	0.6709536793
638	0.669749598
639	0.6682668302
640	0.6669342561
641	0.665716536
642	0.6656330458
643	0.663805695
644	0.6625016912
645	0.6624227479
646	0.6612725182
647	0.6599856946
648	0.6587896396
649	0.6576842854
650	0.6560547187
651	0.6546438475
652	0.6535128754
653	0.6513627269
654	0.6503414368
655	0.6495768921
656	0.6478981248
657	0.6468749171
658	0.6457262606
659	0.6452178647
660	0.6438779851
661	0.6420008982
662	0.6409113833
663	0.6402253834
664	0.6399502032
665	0.638926012
666	0.6376534207
667	0.6365094636
668	0.6351364527
669	0.6338283238
670	0.6326668853
671	0.6312025176
672	0.6294854498
673	0.6281021865
674	0.6268990635
675	0.625929317
676	0.6252445028
677	0.6250728579
678	0.6242421507
679	0.6230353045
680	0.6217379215
681	0.6200904487
682	0.6198133342
683	0.6180849396
684	0.6172259141
685	0.6163693085
686	0.6152376847
687	0.6139537442
688	0.6122242597
689	0.6106066409
690	0.6093942358
691	0.6079363623
692	0.6069532697
693	0.6061930698
694	0.6048552753
695	0.6038377333
696	0.6025129019
697	0.6017794232
698	0.6010488283
699	0.5999876814
700	0.5992704799
701	0.5981908013
702	0.5974261866
703	0.5973131075
704	0.5955916086
705	0.5947223338
706	0.5935940372
707	0.5917306105
708	0.5901855526
709	0.588304873
710	0.5881862172
711	0.5881313164
712	0.5874132778
713	0.5860602522
714	0.5849701339
715	0.5845159213
716	0.5833526866
717	0.5820945022
718	0.5810478686
719	0.5809541576
720	0.5802673016
721	0.5791965801
722	0.5782644054
723	0.5778353494
724	0.5766705816
725	0.5754715642
726	0.5739038803
727	0.5738178358
728	0.573259201
729	0.5719258553
730	0.5709624394
731	0.5699603356
732	0.5689462302
733	0.5675462932
734	0.5668418018
735	0.5658465092
736	0.5650607889
737	0.5642587835
738	0.5627936217
739	0.5626822064
740	0.5616944007
741	0.5610308854
742	0.5603430962
743	0.5595473326
744	0.5585820833
745	0.5582196
746	0.5569378824
747	0.5564205653
748	0.5552226122
749	0.5544723045
750	0.5533325505
751	0.5523399505
752	0.5512389425
753	0.5501509139
754	0.548982245
755	0.5489044206
756	0.5479298744
757	0.5469738406
758	0.5454064625
759	0.5445801842
760	0.544244933
761	0.5430894802
762	0.5426141842
763	0.5425099846
764	0.5409704599
765	0.5397711923
766	0.5390915943
767	0.5379199543
768	0.5372837447
769	0.536125938
770	0.5354335401
771	0.5348153716
772	0.5340007805
773	0.5333731538
774	0.5320277272
775	0.5313844935
776	0.5313063933
777	0.5302221287
778	0.5291903137
779	0.527959496
780	0.5270911049
781	0.5259968416
782	0.5249099608
783	0.5244053025
784	0.5232972754
785	0.5229531941
786	0.5221558934
787	0.5214239052
788	0.5206535545
789	0.5199199087
790	0.5186559873
791	0.5179532163
792	0.5172904622
793	0.5168985126
794	0.5157817009
795	0.5155305674
796	0.5152471809
797	0.5140766511
798	0.5132724094
799	0.512375944
800	0.5119195839
801	0.5108376929
802	0.5101396134
803	0.5094341689
804	0.5086740169
805	0.5074710353
806	0.50636865
807	0.5049948473
808	0.5037811593
809	0.5028762746
810	0.5026290666
811	0.5019506341
812	0.5016504397
813	0.5005424068
814	0.4995991242
815	0.4984922838
816	0.4984020352
817	0.4979379093
818	0.4975052665
819	0.4970135637
820	0.4964387224
821	0.4951005204
822	0.4941492583
823	0.493636848
824	0.4924579473
825	0.4913018603
826	0.4904612947
827	0.4903716399
828	0.4895799382
829	0.4895137807
830	0.4883723445
831	0.4870116538
832	0.4863943334
833	0.4859105983
834	0.4854311063
835	0.4843528001
836	0.4833322678
837	0.4823871779
838	0.4816031815
839	0.4806809885
840	0.4799796118
841	0.4793453751
842	0.4783908234
843	0.4778446064
844	0.4771590827
845	0.4764649946
846	0.4752943583
847	0.4744446206
848	0.4733967754
849	0.4728621046
850	0.4718212541
851	0.4712280494
852	0.4706029025
853	0.4700737544
854	0.4695575491
855	0.4684615016
856	0.4678229169
857	0.4673766084
858	0.4669951462
859	0.4660587543
860	0.4650082126
861	0.4646082131
862	0.4636548428
863	0.4623350468
864	0.4611765346
865	0.4611184081
866	0.460112376
867	0.4595492268
868	0.4587009922
869	0.4581928215
870	0.4578198346
871	0.457377446
872	0.4562771487
873	0.4557131623
874	0.454573567
875	0.4537534281
876	0.4529475478
877	0.4524597019
878	0.4517896434
879	0.4508771371
880	0.4501440832
881	0.4496349385
882	0.448969592
883	0.4483953123
884	0.4473715579
885	0.4467444551
886	0.4459283971
887	0.444875446
888	0.4442165323
889	0.4438027873
890	0.4433961081
891	0.4429320611
892	0.4421240904
893	0.4414688491
894	0.4405107378
895	0.4402015952
896	0.4390362342
897	0.4383774669
898	0.4377727765
899	0.4370536869
900	0.4361498637
901	0.435565259
902	0.4351555689
903	0.4342653124
904	0.4339870465
905	0.4332120692
906	0.4321756163
907	0.4316993183
908	0.4310303605
909	0.4297310555
910	0.4293097504
911	0.4287546151
912	0.4277929091
913	0.4273649959
914	0.4270307213
915	0.426128665
916	0.4256024602
917	0.4246983826
918	0.4242287648
919	0.4233781798
920	0.422358346
921	0.4209501134
922	0.4206805696
923	0.4201634364
924	0.4191316917
925	0.4189342767
926	0.4182886494
927	0.4179037909
928	0.4168211593
929	0.4166232254
930	0.416027545
931	0.4158521811
932	0.4150048985
933	0.414350946
934	0.4141553242
935	0.4133419666
936	0.4126706071
937	0.4121615077
938	0.4116262006
939	0.4104543587
940	0.4099231856
941	0.4094618324
942	0.4092102047
943	0.4088686959
944	0.4084131025
945	0.4074492511
946	0.4074041274
947	0.4066460475
948	0.4061343922
949	0.4060863043
950	0.405337604
951	0.4046976576
952	0.4037424274
953	0.4030243185
954	0.4024957827
955	0.4019030279
956	0.4012260488
957	0.4011782838
958	0.4005004682
959	0.399236309
960	0.3988544581
961	0.3979933833
962	0.39714497
963	0.3964812335
964	0.3958368854
965	0.3955359818
966	0.3951430617
967	0.3943735947
968	0.3935908254
969	0.3931747512
970	0.3924071086
971	0.3917262066
972	0.3911358261
973	0.390955288
974	0.3904472467
975	0.3900452345
976	0.3894967236
977	0.3891237688
978	0.388235787
979	0.3872173489
980	0.3871817964
981	0.3864403791
982	0.3863954369
983	0.3858007187
984	0.3852595717
985	0.3845843167
986	0.3837660923
987	0.3833960393
988	0.382986981
989	0.3824284685
990	0.3820939784
991	0.381447303
992	0.3803870528
993	0.3795491676
994	0.3784975761
995	0.3781060952
996	0.3770172839
997	0.3767576772
998	0.3761251127
999	0.3754235622
